"","Name","Ask","Bid","Date"
"1109","Colony Starwood Homes Common Sh","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1110","Smart & Final Stores, Inc. Comm","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1111","Fang Holdings Limited American ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1112","Aberdeen Singapore Fund, Inc. C","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1113","Stonegate Mortgage Corporation ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1114","Star Gas Partners, L.P. Common ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1115","Stone Energy Corporation Common","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1116","Selective Insurance Group, Inc.","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1117","Shake Shack, Inc. Class A Commo","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1118","Shinhan Financial Group Co Ltd ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1119","SINOPEC Shangai Petrochemical C","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1120","Shell Midstream Partners, L.P. ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1121","Sunstone Hotel Investors, Inc. ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1124","Shopify Inc. Class A Subordinat","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1125","Sherwin-Williams Company (The) ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1126","Companhia Siderurgica Nacional ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1127","Signet Jewelers Limited Common ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1128","SiteOne Landscape Supply, Inc. ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1129","Six Flags Entertainment Corpora","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1130","South Jersey Industries, Inc. C","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1131","J.M. Smucker Company (The) New ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1132","Shaw Communications Inc. Common","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1133","San Juan Basin Royalty Trust Co","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1134","SJW Corporation Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1135","SK Telecom Co., Ltd. Common Sto","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1136","Tanger Factory Outlet Centers, ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1137","Skechers U.S.A., Inc. Common St","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1138","Schlumberger N.V. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1139","U.S. Silica Holdings, Inc. Comm","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1140","Sutherland Asset Management Cor","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1141","Sun Life Financial Inc. Common ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1142","SL Green Realty Corporation Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1144","Solar Capital Ltd. 6.75% Senior","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1145","Scorpio Bulkers Inc. 7.50% Seni","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1146","Silver Wheaton Corp Common Shar","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1147","SM Energy Company Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1148","Sumitomo Mitsui Financial Group","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1149","Scotts Miracle-Gro Company (The","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1150","Semiconductor  Manufacturing In","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1151","Summit Midstream Partners, LP C","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1152","Salient Midstream Common Shares","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1153","Standard Motor Products, Inc. C","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1154","Sanchez Energy Corporation Comm","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1155","Snap-On Incorporated Common Sto","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1156","Sony Corporation Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1157","Smith & Nephew SNATS, Inc. Comm","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1158","Intrawest Resorts Holdings, Inc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1159","China Petroleum & Chemical Corp","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1160","New Senior Investment Group Inc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1161","Synovus Financial Corp. Common ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1163","Synnex Corporation Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1164","Sanofi American Depositary Shar","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1165","Southern Company (The) Common S","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1166","Southern Company (The) Series 2","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1167","Southern Company (The) Series 2","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1168","Renesola Ltd. Common Shares of ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1169","Sonoco Products Company Common ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1170","Source Capital, Inc. Common Sto","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1172","Sparton Corporation Common Stoc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1173","Spectrum Brands Holdings, Inc. ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1174","Special Opportunities Fund, Inc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1176","Simon Property Group, Inc. Comm","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1178","S&P Global Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1179","Suburban Propane Partners, L.P.","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1180","Steel Partners Holdings LP LTD ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1181","Superior Energy Services, Inc. ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1182","Spirit Aerosystems Holdings, In","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1183","SPX Corporation Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1184","Nuveen S&P 500 Dynamic Overwrit","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1185","Square, Inc. Class A Common Sto","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1186","Sociedad Quimica y Minera S.A. ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1187","Sequans Communications S.A. Ame","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1188","Spire Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1189","Spirit Realty Capital, Inc. Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1190","Sempra Energy Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1191","Cushing Energy Income Fund Comm","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1192","Seritage Growth Properties Clas","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1193","Stoneridge, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1194","Sprague Resources LP Common Uni","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1195","StarTek, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1196","The Cushing MLP Total Return Fu","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1197","Simpson Manufacturing Company, ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1198","Stage Stores, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1199","Sasol Ltd. American Depositary ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1200","Silver Spring Networks, Inc. Co","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1201","E.W. Scripps Company (The) Comm","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1202","Shutterstock, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1203","Seaspan Corporation Seaspan Cor","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1208","Seaspan Corporation 6.375% Note","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1209","Sensata Technologies Holding N.","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1217","Stag Industrial, Inc. Common St","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1218","iStar Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1219","Extended Stay America, Inc. Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1220","Stewart Information Services Co","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1221","STERIS plc Ordinary Shares","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1222","SunTrust Banks, Inc. Common Sto","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1227","St. Jude Medical, Inc. Common S","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1228","Columbia Seligman Premium Techn","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1229","Sterling Bancorp","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1230","STMicroelectronics N.V. Common ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1231","Stantec Inc Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1232","Scorpio Tankers Inc. Common Sha","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1233","Statoil ASA","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1234","StoneMor Partners L.P. Common U","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1235","STORE Capital Corporation Commo","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1236","State Street Corporation Common","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1241","China Digital TV Holding Co., L","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1242","STARWOOD PROPERTY TRUST, INC. S","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1243","Constellation Brands, Inc. Comm","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1245","Suncor Energy  Inc. Common Stoc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1246","Sun Communities, Inc. Common St","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1248","Summit Materials, Inc. Class A ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1249","Sunoco LP Common Units represen","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1250","Superior Industries Internation","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1251","Grupo Supervielle S.A. American","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1252","SuperValu Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1253","Stillwater Mining Company Commo","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1254","Swift Transportation Company Cl","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1255","Stanley Black & Decker, Inc. Co","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1256","Stanley Black & Decker, Inc. 5.","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1257","Stanley Black & Decker, Inc. Co","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1258","Schweitzer-Mauduit Internationa","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1259","Southwestern Energy Company Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1260","Southwestern Energy Company Dep","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1261","Southwest Gas Corporation Commo","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1262","Swiss Helvetia Fund, Inc. (The)","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1263","SunCoke Energy, Inc. Common Sto","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1264","SunCoke Energy Partners, L.P. C","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1265","Southcross Energy Partners, L.P","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1266","Standex International Corporati","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1267","Sunoco Logistics Partners LP Co","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1268","Sensient Technologies Corporati","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1269","Synchrony Financial Common Stoc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1270","Stryker Corporation Common Stoc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1271","Syngenta AG Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1272","Systemax Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1273","Sysco Corporation Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1274","Cushing Renaissance Fund (The) ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1275","AT&T Inc.","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1276","TransAlta Corporation Ordinary ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1277","Tahoe Resources, Inc. Ordinary ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1278","Molson Coors Brewing Company Cl","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1280","Taro Pharmaceutical Industries ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1281","TrueBlue, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1282","Triangle Capital Corporation Co","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1283","TCF Financial Corporation Commo","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1287","Triangle Capital Corporation 6.","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1288","Triangle Capital Corporation 6.","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1289","Transcontinental Realty Investo","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1290","Teck Resources Ltd Ordinary Sha","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1291","Taubman Centers, Inc. Common St","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1294","TC PipeLines, LP Common Units r","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1295","TCP International Holdings Ltd.","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1296","THL Credit, Inc. 6.75% Notes du","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1297","THL Credit, Inc. 6.75% Notes du","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1298","Container Store (The) Common St","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1299","Toronto Dominion Bank (The) Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1300","Telephone and Data Systems, Inc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1301","Teradata Corporation Common Sto","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1302","Telephone and Data Systems, Inc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1303","Templeton Dragon Fund, Inc. Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1304","Transdigm Group Incorporated Tr","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1305","Telephone and Data Systems, Inc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1306","Telephone and Data Systems, Inc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1307","Teladoc, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1308","Telephone and Data Systems, Inc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1309","Tidewater Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1310","Teledyne Technologies Incorpora","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1311","Telefonica SA Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1312","Tallgrass Energy GP, LP Class A","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1313","Templeton Emerging Markets Inco","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1314","TE Connectivity Ltd. New Switze","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1315","Tenneco Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1316","Telecom Argentina SA","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1317","Tallgrass Energy Partners, LP C","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1318","Teradyne, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1319","Teva Pharmaceutical Industries ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1320","Terex Corporation Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1321","Teleflex Incorporated Common St","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1322","Tredegar Corporation Common Sto","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1323","Textainer Group Holdings Limite","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1324","Triumph Group, Inc. Common Stoc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1325","TEGNA Inc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1326","Teekay LNG Partners L.P.","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1327","Transportadora de Gas del Sur S","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1328","Target Corporation Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1329","Tenet Healthcare Corporation Co","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1330","Hanover Insurance Group Inc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1331","The Hanover Insurance Group, In","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1332","Thor Industries, Inc. Common St","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1333","Tekla Healthcare Opportunies Fu","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1334","Thermon Group Holdings, Inc. Co","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1335","Treehouse Foods, Inc. Common St","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1336","Tekla World Healthcare Fund Sha","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1337","Telecom Italia S.P.A. New","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1339","TIER REIT, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1340","Tiffany & Co. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1341","Time Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1342","Team, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1343","TJX Companies, Inc. (The) Commo","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1344","Teekay Corporation Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1345","Turkcell Iletisim Hizmetleri AS","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1346","Turkish Investment Fund, Inc. (","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1347","Timken Company (The) Common Sto","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1348","Western Asset Corporate Loan Fu","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1349","PT Telekomunikasi Indonesia, Tb","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1350","Tesoro Logistics LP Common Unit","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1351","Talen Energy Corporation Common","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1352","TransMontaigne Partners L.P. Tr","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1353","Tailored Brands, Inc. Common St","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1354","Tilly's, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1355","Zhaopin Limited American Deposi","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1356","ZTO Express (Cayman) Inc. Ameri","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1357","Virtus Global Dividend & Income","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1358","Zoetis Inc. Class A Common Stoc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1359","China Zenix Auto International ","N/A","N/A","Tue Nov 15 06:42:36 2016"
